Customer Key,Original Name,Master Customer Name,Industrial Group,Industry Detail,NAICS,Method,Status,Confidence,Rationale,Support Category,Company Website,Source
TN991722SERV_GP,Ann Schaad,Ann Schaad,Individual / Misc,Individual,,Manual Override,Final,High,Analyst-approved override (method: Manual Override),,,SERV_GP
DY991157SERV_GP,Annunciation Greek Orthodox Church,Annunciation Greek Orthodox Church,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Annunciation Greek Orthodox Church'),,,SERV_GP
DY991021SERV_GP,Anson Logistics Assets Llc,Anson Logistics Assets,Commercial Services,Logistics assets/entity,4885,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
ANSWERSINGENESIMECH_GP,"Answers In Genesis Of Ky, Inc.",Answers IN Genesis of KY,Non-Profit / Religious,Religious Nonprofit / Attractions,813110,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,answersingenesis.org,MECH_GP
CN991945SERV_GP,Anytime Fitness,Anytime Fitness,Commercial Services,Fitness,,Heuristic,,Low,Matched weak fitness signal; Weak-signal best guess (evidence: 'Anytime Fitness'),Retail,,SERV_GP
CN991455SERV_GP,Ap Tech Group,Ap Tech Group,Manufacturing,Water Treatment Manufacturing,325998,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,aptechgroup.com,SERV_GP
CN992036SERV_GP,Aquisense,Aquisense,Manufacturing,UV Water Treatment Systems,335999,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,aquisense.com,SERV_GP
DY991113SERV_GP,Aramark Gbs,Aramark Gbs,Commercial Services,Facilities / Food Service,,Entity Inference,,Medium,Matched known entity 'ARAMARK'; Known/recognized entity mapping (evidence: 'Aramark Gbs'),,,SERV_GP
ARCMECH_GP,Arc,Arc,Commercial Services,Document Management / Printing,561439,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,e-arc.com,MECH_GP
CN992205SERV_GP,Archdiocese Of Cincinnati,Archdiocese of Cincinnati,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Archdiocese Of Cincinnati'),,,SERV_GP
ARCHDIOCESE CINMECH_GP,Archdioceses Of Cincinnati,Archdiocese of Cincinnati,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Archdiocese Of Cincinnati'),,,MECH_GP
ARCOMECH_GP,"Arco Design Build Midwest, Inc.",Arco Design Build Midwest,Construction,,23,Rule-Based,,High,"Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Arco Design Build Midwest, Inc.')",,,MECH_GP
ARCOMURRAYMECH_GP,Arco Murray National Const. Co. Inc.,Arco Murray National Const,Construction,Design-Build General Contractor,236220,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,arcomurray.com,MECH_GP
ARGOSY CASINOMECH_GP,Argosy Casino Hotel,Argosy Casino Hotel,Commercial Services,Hospitality,72,Rule-Based,,High,Matched hospitality keyword; Deterministic keyword/pattern match (evidence: 'Argosy Casino Hotel'),Hospitality,,MECH_GP
TN992032SERV_GP,Ark Llc - Brookvale C/O Avison Young,Ark Brookvale,Commercial Real Estate,Property Owner,531120,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,SERV_GP
CN992147SERV_GP,Arku,Arku,Manufacturing,Industrial Machinery (Leveling/Deburring),333517,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,arku.com,SERV_GP
LV990436SERV_GP,Armstrong Relocation Louisville,Armstrong Relocation Louisville,Commercial Services,Moving & Storage Services,484210,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,goarmstrong.com,SERV_GP
WV990284SERV_GP,Armstrong Utilities,Armstrong Utilities,Utilities,,22,Rule-Based,,High,Matched utility keyword; Deterministic keyword/pattern match (evidence: 'Armstrong Utilities'),,,SERV_GP
LX990505SERV_GP,Arrow Dental,Arrow Dental,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Arrow Dental'),,,SERV_GP
ARROW WINEMECH_GP,Arrow Wine & Spirits,Arrow Wine and Spirits,Commercial Services,Alcohol Retail,445310,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,arrowwineandspirits.com,MECH_GP
CN992207SERV_GP,Arrow Wine And Spirits Mason,Arrow Wine and Spirits,Commercial Services,Alcohol Retail,445310,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,arrowwineandspirits.com,SERV_GP
LV990154SERV_GP,Art Geissler,Art Geissler,Individual / Misc,Real Estate Agent,531210,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,SERV_GP
TN992081SERV_GP,Artazn Llc,Artazn,Manufacturing,Zinc Products Manufacturing,331491,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,artazn.com,SERV_GP
ARTISANMECH_GP,Artisan Mechanical,Artisan Mechanical,Construction,HVAC Contractor,238220,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,artisan-mech.com,MECH_GP
CN992128SERV_GP,Art'S Rental,Arts Rental,Commercial Services,Equipment rental,5324,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
LV990367SERV_GP,Arvato Digital Usa Llc C/O Accounts Payable,Arvato Digital USA,Commercial Services,Digital services/fulfillment,5415,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
TN992172SERV_GP,Ashbusters Chimney Service,Ashbusters Chimney Service,Construction,Chimney & Masonry Services,238140,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,ashbusters.net,SERV_GP
LX9900113SERV_GP,Ashland Avenue Baptist Church,Ashland Avenue Baptist Church,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Ashland Avenue Baptist Church'),,,SERV_GP
WV990307SERV_GP,Ashland Credit Union,Ashland Credit Union,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'Ashland Credit Union'),,,SERV_GP
NV15106SERV_GP,Aspen Grove-The Stanton Group,Aspen Grovethe Stanton Group,Construction,Contractor/property (unclear),,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),Mechanical Contractor,,SERV_GP
LX950226SERV_GP,Asphalt Institute,Asphalt Institute,Commercial Services,Trade association,8139,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
ATCHISON HELLERMECH_GP,Atchison Heller Construction Co,Atchison Heller Construction,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Atchison Heller Construction Co'),,,MECH_GP
ATECK CORPMECH_GP,Ateck Corporation,Ateck,Commercial Services,Services (unclear),,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,MECH_GP
CN992238SERV_GP,Athenaeum Of Ohio/Mt. St. Mary'S Seminary,Athenaeum of Ohiomt St Marys Seminary,Private Schools (K–12),,611,Rule-Based,,High,Matched private school keyword; Deterministic keyword/pattern match (evidence: 'Athenaeum Of Ohio/Mt. St. Mary'S Seminary'),,,SERV_GP
CN991568SERV_GP,Atkins & Pearce,Atkins and Pearce,Construction,Engineering (A/E),5413,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Mechanical Contractor,,SERV_GP
ATKINS STANGMECH_GP,Atkins & Stang,Atkins and Stang,Construction,Engineering (A/E),5413,Heuristic,Final,High,Analyst-approved override (method: Heuristic),Mechanical Contractor,,MECH_GP
CN991873SERV_GP,Atlas Air Inc,Atlas Air,Commercial Services,Air cargo,4811,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
ATLAS AIRMECH_GP,"Atlas Air, Inc",Atlas Air,Commercial Services,Air cargo,4811,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,MECH_GP
TN992207SERV_GP,Atrium Lp C/O Commercial & Investmentproperties,Atrium LP,Commercial Real Estate,LP/property entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
TN991899SERV_GP,Audi Knoxville,Audi Knoxville,Commercial Services,Auto dealership,4411,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,SERV_GP
CN991226SERV_GP,Auglaize County,Auglaize County OH,Municipal / Local Government,,,Manual Override,Final,High,Human-reviewed override,,,SERV_GP
AUGLAIZE COMECH_GP,Auglaize County Commissioners,Auglaize County OH,Municipal / Local Government,,,Manual Override,Final,High,Human-reviewed override,,,MECH_GP
TN992189SERV_GP,Aurora Properties Llc C/O Avison Young,Aurora Properties,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Aurora Properties Llc C/O Avison Young'),,,SERV_GP
DY990994SERV_GP,Austin Landing North Llc,Austin Landing North,Commercial Real Estate,Commercial property entity,5311,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
DY991020SERV_GP,"Austin Landing North, Llc",Austin Landing North,Commercial Real Estate,Commercial property entity,5311,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
LV990428SERV_GP,Auto Truck Group,Auto Truck Group,Commercial Services,Commercial vehicle dealer,4412,Heuristic,Final,High,Analyst-approved override (method: Heuristic),Hospitality,,SERV_GP
CN992001SERV_GP,Automotive Steering Column Llc,Automotive Steering Column,Manufacturing,Automotive Components,336330,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,SERV_GP
CN991055SERV_GP,Aveda Mid America,Aveda Mid America,Commercial Services,Retail/personal care brand,4461,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,SERV_GP
IN990469SERV_GP,Avi Foodsystems Inc,Avi Foodsystems,Commercial Services,Food Service Management,722310,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,avifoodsystems.com,SERV_GP
AVIMECH_GP,"Avi Foodsystems, Inc.",Avi Foodsystems,Commercial Services,Food Service Management,722310,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,avifoodsystems.com,MECH_GP
TN992102SERV_GP,Avis Phillips,Avis Phillips,Commercial Services,Individual/entity unclear,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,SERV_GP
TN960672SERV_GP,Avison Young,Avison Young,Commercial Services,CRE brokerage/property mgmt,5312,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
NV00086SERV_GP,Avison Young - Billing,Avison Young Billing,Commercial Services,CRE brokerage/property mgmt,5312,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
IN990478SERV_GP,Azenta Us Inc,Azenta US,Manufacturing,Life sciences/biorepository,5417,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
CN992016SERV_GP,Azz Galvanizing,Azz Galvanizing,Manufacturing,Metal finishing/galvanizing,3328,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
TN991827SERV_GP,B&B Properties,B and B Properties,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'B&B Properties'),,,SERV_GP
DY991133SERV_GP,Babylist,Babylist,Commercial Services,E-commerce retail,4541,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,SERV_GP
BAE SYSTEMSMECH_GP,"Bae Systems, Llc",Bae Systems,Manufacturing,Defense/aerospace manufacturing,3364,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,MECH_GP
CN991599SERV_GP,"Baeolophus Partners, Llc.",Baeolophus Partners,Commercial Services,Business Services,,Heuristic,,Low,"Matched weak business-services signal; Weak-signal best guess (evidence: 'Baeolophus Partners, Llc.')",,,SERV_GP
DY980007SERV_GP,Baker Construction Enterprises Inc,Baker Construction Enterprises,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Baker Construction Enterprises Inc'),,,SERV_GP
CN940029SERV_GP,Baldwin Building,Baldwin Building,Commercial Real Estate,Property entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
BALFOUR BEATTYMECH_GP,"Balfour Beatty Construction, Llc",Balfour Beatty Construction,Construction,,23,Rule-Based,,High,"Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Balfour Beatty Construction, Llc')",,,MECH_GP
CN991589SERV_GP,Ball Corporation,Ball,Manufacturing,Packaging manufacturing,3324,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
BACMECH_GP,Baltimore Air Coil Company,Baltimore Air Coil,Construction,HVAC equipment manufacturer (BAC),3334,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Mechanical Contractor,,MECH_GP
BAMBECKMECH_GP,Bambeck And Vest,Bambeck and Vest,Construction,Contractor,2362,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,MECH_GP
NV15093SERV_GP,Bar Louie Murfreesboro,Bar Louie Murfreesboro,Commercial Services,Restaurant/bar,7225,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,SERV_GP
NV15099SERV_GP,Bar Louie Nashville,Bar Louie Nashville,Commercial Services,Restaurant/bar,7225,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,SERV_GP
TN992143SERV_GP,Barger Concepts Llc,Barger Concepts,Commercial Services,Event Venue & Retail,561920,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,SERV_GP
CN992310SERV_GP,Bark Box Inc,Bark Box,Commercial Services,E-commerce retail,4541,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,SERV_GP
CN980097SERV_GP,Batavia Local School District,Batavia Local School District,Public Schools (K–12),,611,Rule-Based,,High,Matched public school district keyword; Deterministic keyword/pattern match (evidence: 'Batavia Local School District'),,,SERV_GP
NV00132SERV_GP,Batteries Plus 294,Batteries Plus 294,Commercial Services,Retail,4441,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,SERV_GP
NV15070SERV_GP,Battle Ground Academy,Battle Ground Academy,Private Schools (K–12),,611,Rule-Based,,High,Matched private school keyword; Deterministic keyword/pattern match (evidence: 'Battle Ground Academy'),,,SERV_GP
CN992024SERV_GP,Bay Gov Llc Viking Partners Management Inc,Bay Gov Viking Partners Management,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Bay Gov Llc Viking Partners Management Inc'),,,SERV_GP
TN992079SERV_GP,Bc Terminals Llc C/O Commercial & Investment Properties,Bc Terminals,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Bc Terminals Llc C/O Commercial & Investment Properties'),,,SERV_GP
LV990153SERV_GP,Bdg Properties,Bdg Properties,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Bdg Properties'),,,SERV_GP
BEACON ELECTMECH_GP,Beacon Electric Company,Beacon Electric,Utilities,,22,Rule-Based,,High,Matched utility keyword; Deterministic keyword/pattern match (evidence: 'Beacon Electric Company'),,,MECH_GP
BEACONORTHOFACIMECH_GP,"Beacon Orthopaedics Facilities, Llc",Beacon Ortohopaedics,Healthcare / Senior Living,Orthopedics practice,6211,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,MECH_GP
BEACONMECH_GP,Beacon Orthopedics & Sports Medicine,Beacon Ortohopaedics,Healthcare / Senior Living,Orthopedics practice,6211,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,MECH_GP
